exec_time,avg_latency,package_energy,cpu_energy,Solutions
3.8733315467834473,0.011506103801727294,883.184814,838.783813,"27,10,10,10,8,14,14,23,7,2,21,31,4,1,9,9,9,12,12,12,12,17,3"
3.887331247329712,0.011470468330383302,876.702454,832.561951,"27,10,10,10,8,14,14,23,7,2,2,31,4,0,9,9,9,12,12,12,12,16,16"
3.9018683433532715,0.01153747034072876,828.106323,790.572449,"27,10,10,10,8,14,14,23,7,2,21,31,4,0,9,13,13,12,12,12,12,12,12"
3.9073362350463867,0.011202644729614257,865.809265,829.151306,"27,10,10,10,8,7,7,15,13,2,31,31,4,1,9,9,9,12,23,23,23,23,23"
3.909449577331543,0.011476906871795655,847.238586,809.855225,"3,10,10,10,18,7,7,8,13,2,31,31,4,1,9,9,9,12,23,23,23,23,23"
3.9159955978393555,0.01149873456954956,845.225952,808.663452,"3,10,10,10,8,14,14,26,7,2,31,31,4,1,12,12,9,9,18,18,18,18,18"
3.919016122817993,0.01142613878250122,854.818787,817.668457,"27,10,10,10,8,14,14,23,7,2,21,31,4,1,9,9,9,12,12,12,12,18,16"
3.928802251815796,0.011435500240325927,856.944092,816.62561,"27,10,10,10,8,14,14,23,7,2,21,31,4,0,9,9,9,12,12,12,12,16,16"
3.944357395172119,0.01145312786102295,838.588867,801.430359,"27,10,10,10,8,14,14,23,7,2,21,25,4,0,9,9,9,12,12,12,12,12,12"
3.9547481536865234,0.011257436752319336,862.855286,824.251343,"27,10,10,10,8,7,7,15,13,2,31,31,4,0,9,9,9,12,23,23,23,23,23"
3.966843366622925,0.011502919578552246,837.947083,800.408142,"27,10,10,10,8,14,14,23,7,2,21,31,4,0,9,9,9,12,12,12,12,12,12"
3.9681341648101807,0.011738170146942138,827.390625,790.577026,"11,10,10,10,8,14,14,22,7,2,31,31,4,1,12,12,6,6,18,18,18,18,18"
3.9785587787628174,0.011291279602050782,860.767029,823.345032,"29,10,10,10,8,7,7,15,13,2,31,31,4,1,9,9,9,12,23,23,23,23,23"
3.9821698665618896,0.01130303955078125,860.355774,822.974365,"6,10,10,10,8,7,7,15,13,2,31,31,4,1,9,9,9,12,23,23,23,23,23"
3.984509229660034,0.011590478897094726,817.066467,779.432312,"27,10,10,10,8,14,14,15,7,2,31,31,4,1,9,9,9,3,19,19,19,19,19"
3.997262477874756,0.01119817361831665,928.644287,883.368469,"27,10,10,10,8,7,7,15,13,2,31,31,4,0,9,9,9,12,18,20,19,22,23"
4.006779432296753,0.011216129398345947,847.619385,810.671814,"10,10,10,10,8,7,7,15,13,2,31,31,4,1,9,9,9,12,23,23,23,23,23"
4.0109288692474365,0.011202744865417481,857.88031,820.689331,"11,11,11,11,8,7,7,15,13,2,31,31,4,1,9,9,9,12,23,23,23,23,23"
4.033856391906738,0.012126703929901122,797.854553,759.931458,"14,10,10,10,8,7,7,25,6,2,28,28,4,1,9,9,9,12,23,23,23,23,23"
4.037993907928467,0.011359340763092042,832.871582,795.262695,"23,10,10,10,31,1,28,28,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.043662786483765,0.011491718006134034,832.781799,794.865784,"27,10,10,10,8,14,14,15,7,2,31,20,4,1,9,9,9,12,19,19,19,19,19"
4.045642137527466,0.011463672637939452,832.364075,794.629761,"23,10,10,10,22,1,28,28,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.058841228485107,0.011037312126159668,849.662292,810.580383,"28,10,10,10,8,14,14,26,7,2,31,31,4,1,12,12,12,12,18,18,18,18,18"
4.061492681503296,0.01174852991104126,794.0849,757.295898,"10,10,10,10,8,7,7,15,6,2,28,28,4,1,9,9,9,13,13,13,13,13,13"
4.062991142272949,0.010938543891906738,837.466858,800.281006,"23,10,10,10,13,14,30,30,1,3,3,27,4,6,6,9,9,9,9,17,17,17,17"
4.065338373184204,0.011062206649780273,834.958313,797.569763,"23,10,10,10,30,1,13,13,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.069174766540527,0.012213676166534423,790.29834,752.806641,"10,10,10,10,13,14,30,30,15,3,3,25,4,6,6,9,9,2,2,17,17,17,17"
4.069313049316406,0.011031915473937988,827.42395,790.278931,"11,10,10,10,8,14,14,22,7,2,31,31,4,1,12,12,12,12,18,18,18,18,18"
4.072452545166016,0.010924005222320557,844.195007,807.164612,"23,10,10,10,31,1,13,13,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.077534914016724,0.010984406566619873,824.071289,787.229614,"3,10,10,10,8,14,14,26,7,2,21,21,4,1,12,12,12,12,18,18,18,18,18"
4.080861806869507,0.011567045307159424,813.406494,775.418884,"10,10,10,10,8,7,7,15,6,2,28,28,4,1,13,13,13,12,23,23,23,23,23"
4.095557689666748,0.01097091703414917,830.439148,793.827393,"3,10,10,10,8,14,14,26,7,2,31,31,4,1,12,12,12,12,16,16,16,16,16"
4.097357273101807,0.012542740631103515,763.235535,724.822754,"10,10,10,10,23,14,30,30,15,3,3,25,4,6,6,9,9,2,2,17,17,17,17"
4.0974249839782715,0.011747636699676513,808.485168,770.984985,"10,10,10,10,8,7,7,15,6,2,28,28,4,1,9,9,9,12,23,23,23,23,23"
4.114279270172119,0.01153491268157959,821.718384,783.420654,"20,10,10,10,31,12,21,21,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.114393949508667,0.011375645923614503,824.969543,786.929749,"11,10,10,10,25,14,14,22,7,2,31,31,4,1,12,12,12,12,18,18,18,18,18"
4.129127025604248,0.012021492767333984,790.846375,752.27124,"27,10,10,10,8,11,11,15,7,2,31,31,4,1,9,9,9,12,19,19,19,19,19"
4.133570432662964,0.011154927253723145,825.054565,787.141602,"3,10,10,10,8,14,14,22,7,2,31,31,4,1,12,12,12,12,18,18,18,18,18"
4.134558200836182,0.010816947555541993,900.351379,861.901367,"5,10,10,10,13,13,1,1,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.145336866378784,0.012343072414398193,784.149597,745.840332,"26,10,10,10,13,14,30,30,15,1,1,27,4,6,6,9,9,11,11,17,17,17,17"
4.151479959487915,0.01165130786895752,777.22467,739.500305,"22,10,10,10,13,14,30,30,15,1,1,27,4,6,6,9,9,9,9,18,18,18,18"
4.154537677764893,0.012109056758880615,759.205444,721.006226,"20,10,10,10,31,14,21,21,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.166111946105957,0.010624850654602051,888.245911,850.546875,"7,10,10,25,8,14,14,9,12,2,24,29,4,0,6,6,6,6,6,6,19,17,16"
4.174717903137207,0.010964388847351075,826.204468,788.817749,"3,10,10,10,8,14,14,6,7,2,31,31,4,1,12,12,12,12,18,18,18,18,18"
4.175384521484375,0.010964312267303466,817.462585,780.566895,"3,10,10,10,8,14,14,15,7,2,31,31,4,1,12,12,12,12,18,18,18,18,18"
4.175530433654785,0.01077740659713745,882.280457,843.995789,"7,10,10,25,8,14,14,9,13,2,24,29,4,0,6,6,6,6,6,6,16,20,21"
4.179441690444946,0.011042292213439941,814.89624,778.2323,"3,10,10,10,8,14,14,15,7,2,23,23,4,1,12,12,12,12,18,18,18,18,18"
4.179842710494995,0.011641183662414551,783.330688,745.492981,"26,10,10,10,13,14,30,30,15,1,1,27,4,6,6,9,9,9,9,17,17,17,17"
4.185811281204224,0.010711621856689453,875.471863,837.071045,"7,10,10,25,8,14,14,9,12,2,24,29,4,0,6,6,6,6,6,6,17,16,22"
4.1869237422943115,0.011707695388793946,773.490173,735.106079,"23,10,10,10,13,14,30,30,15,3,28,25,4,6,6,9,9,9,9,17,17,17,17"
4.190485239028931,0.011165753650665283,788.400024,751.639099,"5,10,10,10,13,14,1,1,15,3,3,25,4,6,6,9,9,9,9,22,22,22,22"
4.199625492095947,0.010668178653717041,885.598755,847.465454,"7,10,10,25,8,14,14,9,13,2,24,29,4,0,6,6,6,6,6,6,18,22,16"
4.200798749923706,0.011287358570098877,785.811096,748.895935,"5,10,10,10,13,14,1,1,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.20326566696167,0.010662114906311035,873.894592,835.490173,"7,10,10,10,8,14,14,9,13,2,24,24,4,0,6,6,6,6,6,6,18,22,16"
4.210463285446167,0.010650226783752442,866.88208,828.560852,"7,10,10,10,8,14,14,9,13,2,24,24,4,0,6,6,6,6,6,6,20,31,19"
4.228482723236084,0.011733919048309326,769.888611,731.859558,"23,10,10,10,13,14,30,30,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.234734058380127,0.011696650886535645,775.707947,737.43396,"22,10,10,10,13,14,30,30,15,1,1,27,4,6,6,9,9,9,9,17,17,17,17"
4.236448287963867,0.011648972797393799,782.949463,745.050415,"10,10,10,10,13,14,30,30,15,3,3,25,4,6,6,9,9,9,9,17,17,17,17"
4.25466251373291,0.010794437885284424,862.945496,823.71582,"7,10,10,10,8,14,14,9,13,2,24,31,4,0,6,6,6,6,6,6,27,16,20"
4.26811408996582,0.011152067947387696,807.416748,769.71814,"17,10,10,10,8,14,14,11,7,2,31,31,4,1,12,12,12,12,18,18,18,18,18"
4.274470567703247,0.010639609336853028,873.249084,834.510925,"7,10,10,25,8,14,14,9,13,2,24,29,4,0,6,6,6,6,6,6,6,22,16"
4.297971248626709,0.010660003852844237,852.903931,815.491577,"23,10,10,10,13,14,8,8,1,3,3,27,4,6,6,9,9,9,9,17,17,17,17"
4.3001673221588135,0.010597402954101562,894.115234,853.029602,"7,10,10,25,8,14,14,9,13,2,24,29,4,0,6,6,6,6,6,6,6,20,19"
4.312257528305054,0.01081554365158081,831.114258,793.260193,"21,10,10,10,8,14,14,26,7,2,31,31,4,1,12,12,12,12,12,12,12,12,12"
4.3140904903411865,0.010794485092163086,834.546753,797.547485,"3,10,10,10,8,14,14,26,7,2,31,31,4,1,12,12,12,12,12,12,12,12,12"
4.341281175613403,0.011735250949859619,769.758301,730.962097,"23,10,10,10,11,14,0,0,15,3,3,24,4,6,6,9,9,9,9,17,17,17,17"
4.397287130355835,0.010768293285369874,845.815002,807.806213,"20,10,10,10,8,14,14,5,7,2,25,25,4,1,12,12,12,12,12,12,12,12,12"
4.406169414520264,0.011542010116577149,787.525513,748.799377,"23,10,10,10,11,14,0,0,15,3,3,13,4,6,6,9,9,9,9,17,17,25,25"
4.414095878601074,0.011489830780029298,785.317383,747.66571,"22,10,10,10,11,14,0,0,15,3,3,13,4,6,6,9,9,9,9,17,17,17,17"
4.436553955078125,0.01156963882446289,785.783142,747.505005,"26,10,10,10,13,14,30,30,15,1,1,27,4,6,6,9,9,9,9,9,9,9,9"
4.447306156158447,0.011409634685516357,785.022583,746.803467,"5,10,10,10,13,14,1,1,15,3,3,25,4,6,6,9,9,9,9,8,8,8,8"
4.451021194458008,0.012050040435791016,764.037231,724.351562,"20,10,10,10,31,14,21,21,15,3,3,25,4,6,6,9,9,9,9,9,9,9,9"
4.478265762329102,0.010955014801025391,819.327393,781.197815,"3,10,10,10,8,14,14,15,7,2,31,31,4,1,12,12,12,12,12,12,12,12,12"
4.543081760406494,0.01078159465789795,843.217896,804.861084,"10,10,10,10,8,14,14,5,7,2,31,31,4,1,12,12,12,12,12,12,12,12,12"
4.562910318374634,0.010479637050628663,887.379944,849.115051,"12,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,25,30,22"
4.575957775115967,0.01049243049621582,880.890442,841.546082,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,27,16,19"
4.576333999633789,0.01052810411453247,878.658203,840.176819,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,27,16,25"
4.582302808761597,0.011013137435913086,815.113708,776.878113,"5,10,10,10,13,7,1,1,15,3,3,25,4,6,6,9,9,9,9,22,22,22,22"
4.584005355834961,0.010431036853790283,889.873901,851.463928,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,27,16,12"
4.588053941726685,0.010459261322021485,882.646423,844.170227,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,27,16,20"
4.60138201713562,0.010589988136291504,875.07251,836.281616,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,23,21,19"
4.622478246688843,0.010404702854156494,889.953979,851.559082,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,27,16,11"
4.625501394271851,0.010502066040039063,880.35144,841.080627,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,22,16,30"
4.631774425506592,0.010552696418762208,879.05719,840.043701,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,18,20,19"
4.641326665878296,0.010492585945129395,869.167114,830.172668,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,6,22,16"
4.654487609863281,0.010483590030670165,876.904907,838.530823,"7,10,10,10,8,14,14,9,13,2,24,1,4,0,6,6,6,6,6,6,6,16,19"
4.768943786621094,0.012702638721466064,761.848206,720.585327,"20,10,10,10,31,14,21,21,15,3,3,25,11,6,6,9,9,9,9,9,9,9,9"
4.984598875045776,0.01211537504196167,761.325439,719.855713,"23,10,10,10,13,14,30,30,15,3,5,25,4,6,6,7,7,7,7,17,17,17,17"
5.06803297996521,0.010463385009765624,877.288879,836.469849,"10,10,10,10,8,14,14,9,13,2,5,5,0,6,6,6,1,1,1,20,20,19,23"
5.122936010360718,0.010529197025299072,865.976379,825.363098,"10,10,10,10,8,14,14,9,13,2,5,5,0,6,6,6,1,1,1,12,20,19,23"
5.177260160446167,0.010354915428161622,935.143188,886.165344,"10,10,10,10,8,14,14,0,13,2,2,5,1,6,6,6,9,9,18,23,19,20,20"
5.192944765090942,0.010446112251281739,890.199524,849.279358,"10,10,10,10,8,14,14,0,13,2,2,5,4,6,6,6,9,9,9,22,16,20,17"
5.206659555435181,0.010582536792755127,866.408203,825.059082,"10,10,10,10,8,14,14,15,13,2,2,5,1,6,6,6,9,9,18,0,17,21,19"
5.2177112102508545,0.010710582160949706,856.101929,815.226135,"10,10,10,10,8,14,14,15,13,2,2,5,1,6,6,6,9,9,9,19,22,16,27"
5.220134973526001,0.010527157020568848,863.781677,821.292603,"10,10,10,10,8,14,14,15,13,2,2,5,1,6,6,6,9,9,9,19,22,16,20"
5.221542596817017,0.010560217189788819,859.227173,818.43158,"10,10,10,10,8,14,14,15,13,2,2,5,1,6,6,6,9,9,9,22,22,16,20"
5.23859977722168,0.010622608184814452,859.75885,818.407959,"10,10,10,10,8,14,14,15,13,2,2,5,1,6,6,6,9,9,9,19,30,4,29"
