exec_time,script_exec_time,package_energy,e_cores,st_cores,ht_cores
17.10583209991455,20.825462341308594,1682.724121,4,1,1
13.12746548652649,15.26752257347107,1617.789673,4,1,2
10.957277297973633,13.15447187423706,1641.125122,4,1,3
9.5269033908844,11.691709280014038,1717.213379,4,1,4
8.505724430084229,12.050408124923706,1802.57373,4,1,5
8.537369012832642,10.667869567871094,1735.980347,4,1,6
8.52441930770874,10.655727863311768,1795.030518,4,1,7
18.998024225234985,21.184378623962402,1683.288513,4,2,0
14.854957103729248,17.049485445022583,1741.201843,4,2,1
11.818959474563599,15.439832210540771,1690.037842,4,2,2
10.206139087677002,12.355159997940063,1722.33075,4,2,3
8.888160467147827,11.02307939529419,1767.267151,4,2,4
8.273784875869751,10.42621898651123,1707.542419,4,2,5
8.57916259765625,10.72970986366272,1756.596863,4,2,6
16.274738788604736,18.473539113998413,1665.291809,4,3,0
12.832033634185791,16.55263328552246,1772.889282,4,3,1
10.876402139663696,13.008042812347412,1773.687561,4,3,2
9.388564348220825,11.539371967315674,1796.869934,4,3,3
8.515562295913696,10.643843650817871,1720.735962,4,3,4
8.503786325454712,10.652711391448975,1760.777954,4,3,5
14.392930030822754,17.897872924804688,1730.808533,4,4,0
11.558985710144043,13.696136713027954,1725.664856,4,4,1
10.061996221542358,12.187523603439331,1785.83197,4,4,2
8.915330171585083,11.068918704986572,1736.412659,4,4,3
8.409294128417969,10.572269916534424,1763.047241,4,4,4
12.184796333312988,15.800235033035278,1768.215759,4,5,0
10.661238193511963,12.783482789993286,1848.129272,4,5,1
9.349839687347412,11.510647296905518,1799.425049,4,5,2
8.44729495048523,10.578959226608276,1750.802124,4,5,3
11.060094594955444,13.222826480865479,1758.447205,4,6,0
9.828004598617554,13.502340316772461,1871.037842,4,6,1
8.857187032699585,11.035181045532227,1779.108887,4,6,2
10.036585092544556,12.181495666503906,1833.327881,4,7,0
9.125482082366943,11.323620080947876,1844.020508,4,7,1
9.340294599533081,11.507067680358887,1887.43042,4,8,0
31.470147609710693,34.08277702331543,1857.765686,5,0,0
18.531214475631714,22.2414333820343,1649.288147,5,0,1
13.896556854248047,16.174757480621338,1582.003784,5,0,2
11.40162968635559,13.611106157302856,1598.313599,5,0,3
9.836264848709106,11.995985269546509,1641.702637,5,0,4
8.665782690048218,12.25658917427063,1759.821472,5,0,5
8.514600276947021,10.726346969604492,1840.836792,5,0,6
8.498421669006348,10.656187534332275,1746.457703,5,0,7
8.645028591156006,10.786580801010132,1798.465149,5,0,8
20.815412759780884,23.00045609474182,1672.557312,5,1,0
15.432228326797485,19.06069564819336,1643.769836,5,1,1
12.097224235534668,14.299002408981323,1604.77124,5,1,2
10.344786405563354,12.544968843460083,1633.317627,5,1,3
8.971003770828247,11.18573784828186,1704.064758,5,1,4
8.370943069458008,10.566304922103882,1773.450989,5,1,5
8.505162239074707,12.1651132106781,1804.822998,5,1,6
8.566477537155151,10.719786167144775,1778.797119,5,1,7
16.813225269317627,19.033304929733276,1711.805176,5,2,0
13.091932535171509,15.28130578994751,1626.453369,5,2,1
10.94942593574524,13.16210150718689,1637.032898,5,2,2
9.48958945274353,13.134324073791504,1747.579041,5,2,3
8.46082615852356,10.61211371421814,1749.26239,5,2,4
8.563349962234497,10.687715768814087,1718.274231,5,2,5
8.556232452392578,10.709825038909912,1753.356384,5,2,6
14.965413808822632,17.111575603485107,1749.737061,5,3,0
11.928576231002808,15.686620235443115,1777.325195,5,3,1
10.232767105102539,12.37053656578064,1721.53302,5,3,2
8.842319965362549,10.960508584976196,1770.826172,5,3,3
8.352413415908813,10.511101961135864,1711.613831,5,3,4
8.60360312461853,10.782461881637573,1755.703064,5,3,5
12.822746515274048,16.52469754219055,1731.116821,5,4,0
10.82334041595459,12.975607633590698,1731.278015,5,4,1
9.482138872146606,11.616092681884766,1789.187622,5,4,2
8.657958269119263,10.805752754211426,1745.315552,5,4,3
8.611757516860962,10.72869610786438,1740.36731,5,4,4
11.661394596099854,15.28000807762146,1879.693237,5,5,0
10.098890781402588,12.238805055618286,1791.485474,5,5,1
9.005869626998901,11.162056922912598,1745.285217,5,5,2
8.420119524002075,10.55543303489685,1750.445557,5,5,3
10.592328786849976,12.777786493301392,1785.732483,5,6,0
9.438495635986328,13.447710990905762,1842.473816,5,6,1
8.590494632720947,10.720868110656738,1744.329041,5,6,2
9.79074239730835,11.942418813705444,1851.252991,5,7,0
8.988417625427246,11.147051095962524,1819.115723,5,7,1
9.107337474822998,11.207416772842407,1853.31311,5,8,0
27.10058045387268,29.72466230392456,1755.349426,6,0,0
16.664597749710083,20.393923044204712,1609.39386,6,0,1
12.641901731491089,15.147246837615967,1562.761414,6,0,2
10.683270931243896,12.86254334449768,1593.335266,6,0,3
9.162723779678345,11.334887981414795,1631.150269,6,0,4
8.417899370193481,10.56737232208252,1716.717468,6,0,5
8.444822549819946,12.15663480758667,1875.133179,6,0,6
8.52390742301941,10.675832033157349,1738.393616,6,0,7
8.63359808921814,10.766567945480347,1794.679871,6,0,8
18.27365803718567,20.466788291931152,1624.002686,6,1,0
13.265859127044678,15.467596769332886,1580.572571,6,1,1
11.072688817977905,14.778711318969727,1631.292297,6,1,2
9.66755223274231,11.82132601737976,1640.564819,6,1,3
8.52154541015625,10.66451120376587,1712.46814,6,1,4
8.38660192489624,10.517605304718018,1774.016052,6,1,5
8.634660005569458,10.802283525466919,1793.672363,6,1,6
8.601011037826538,10.75235915184021,1785.715088,6,1,7
15.385584354400635,19.10075831413269,1732.353577,6,2,0
12.019036769866943,14.177286863327026,1622.522339,6,2,1
10.29361605644226,12.448368787765503,1648.14917,6,2,2
8.957069873809814,11.108986139297485,1707.12915,6,2,3
8.270657062530518,10.413490056991577,1764.303772,6,2,4
8.527068614959717,12.192117691040039,1791.816345,6,2,5
8.576211929321289,10.699895143508911,1772.721558,6,2,6
13.06657075881958,15.282567262649536,1689.083801,6,3,0
11.044594764709473,13.223019361495972,1677.108887,6,3,1
9.551429986953735,11.747095108032227,1733.255737,6,3,2
8.423285722732544,12.212104320526123,1831.148438,6,3,3
8.578397750854492,10.739617824554443,1713.884338,6,3,4
8.598472118377686,10.72649884223938,1767.214233,6,3,5
11.766901016235352,13.96882939338684,1694.670288,6,4,0
10.27288818359375,12.421621322631836,1736.247009,6,4,1
8.93414855003357,11.875521898269653,1806.474426,6,4,2
8.405914545059204,11.14262843132019,1737.223877,6,4,3
8.638746976852417,10.771894693374634,1736.794434,6,4,4
10.839836835861206,12.998830080032349,1827.924133,6,5,0
9.480532884597778,11.643471717834473,1780.669495,6,5,1
8.689733743667603,10.879135131835938,1758.731506,6,5,2
8.57599139213562,11.39664077758789,1781.034546,6,5,3
10.03752064704895,12.847548723220825,1822.501587,6,6,0
9.050405979156494,11.197450160980225,1746.832642,6,6,1
8.50680685043335,10.666173934936523,1755.647339,6,6,2
9.458639144897461,11.602076292037964,1809.501892,6,7,0
8.525670528411865,10.638514995574951,1764.551086,6,7,1
8.836741209030151,11.760659456253052,1839.834106,6,8,0
23.917551517486572,27.23050546646118,1714.77179,7,0,0
14.461875200271606,16.70720338821411,1624.241028,7,0,1
11.606450319290161,13.786803960800171,1549.783752,7,0,2
9.991133689880371,12.932019472122192,1616.718994,7,0,3
8.761455059051514,11.63072395324707,1656.386902,7,0,4
8.41626763343811,10.550018310546875,1726.109192,7,0,5
8.422260046005249,10.63603663444519,1769.987732,7,0,6
8.569367408752441,10.71147346496582,1753.523193,7,0,7
8.598820686340332,10.817272424697876,1795.256104,7,0,8
16.71679449081421,19.760645389556885,1687.118042,7,1,0
12.234187126159668,15.108486652374268,1674.258972,7,1,1
10.405041456222534,12.55670952796936,1602.974121,7,1,2
9.046245574951172,11.217839241027832,1631.782898,7,1,3
8.375142812728882,10.505703926086426,1724.520996,7,1,4
8.40229320526123,11.279653787612915,1791.258728,7,1,5
8.556059122085571,11.364477396011353,1767.394043,7,1,6
8.613444805145264,10.820440530776978,1778.31427,7,1,7
13.340076208114624,15.535979509353638,1608.889099,7,2,0
11.148947954177856,13.349265813827515,1691.111877,7,2,1
9.616175889968872,12.569766283035278,1662.923157,7,2,2
8.653149604797363,11.503684043884277,1807.077087,7,2,3
8.410492181777954,10.535923480987549,1760.817444,7,2,4
8.54460334777832,10.678418159484863,1747.677856,7,2,5
8.583108901977539,10.698076486587524,1772.618713,7,2,6
11.942842245101929,14.10598611831665,1650.232605,7,3,0
10.35060715675354,13.321383953094482,1691.228149,7,3,1
9.030096292495728,11.883198738098145,1750.12738,7,3,2
8.317461490631104,10.463500738143921,1764.075195,7,3,3
8.623952150344849,10.756195068359375,1763.331909,7,3,4
8.647741317749023,10.78752064704895,1785.642761,7,3,5
10.902019739151001,13.095421075820923,1769.438171,7,4,0
9.57395052909851,12.563912868499756,1751.338135,7,4,1
8.528395414352417,11.337157249450684,1776.995483,7,4,2
8.620925188064575,10.760722637176514,1715.710754,7,4,3
8.671163320541382,10.799132585525513,1769.672424,7,4,4
10.248576402664185,12.374636888504028,1764.228394,7,5,0
8.986215114593506,11.171787023544312,1780.862183,7,5,1
8.46488642692566,11.34281849861145,1756.926514,7,5,2
8.665735006332397,11.457569599151611,1795.919861,7,5,3
9.478872299194336,11.621058464050293,1817.555237,7,6,0
8.662757635116577,10.809167385101318,1712.754517,7,6,1
8.712832927703857,10.877012252807617,1782.838501,7,6,2
9.002557754516602,11.148268222808838,1774.754883,7,7,0
8.505768537521362,11.442758560180664,1809.420715,7,7,1
8.589276790618896,11.44648289680481,1792.969116,7,8,0
21.629244327545166,24.224736213684082,1614.403748,8,0,0
12.982731103897095,15.166635274887085,1534.085449,8,0,1
11.042816638946533,14.036179542541504,1656.454529,8,0,2
9.356817960739136,12.242127656936646,1596.717529,8,0,3
8.525905847549438,10.745020627975464,1662.970154,8,0,4
8.438303232192993,10.610322713851929,1748.057983,8,0,5
8.428374290466309,10.584934711456299,1780.218445,8,0,6
8.550554513931274,10.685181856155396,1766.196167,8,0,7
8.620195388793945,11.573718786239624,1836.169861,8,0,8
14.7005774974823,17.518210411071777,1579.782166,8,1,0
11.22797441482544,13.402004957199097,1549.376526,8,1,1
9.707724809646606,11.97190237045288,1574.553101,8,1,2
8.704311847686768,10.907662153244019,1709.036926,8,1,3
8.426532983779907,11.355942249298096,1749.988708,8,1,4
8.413555145263672,11.251557350158691,1812.800476,8,1,5
8.620266914367676,10.759680032730103,1771.933044,8,1,6
8.644442319869995,10.791185855865479,1790.733398,8,1,7
12.146948337554932,14.352948665618896,1592.750183,8,2,0
10.460420608520508,12.620502948760986,1602.537231,8,2,1
9.057947397232056,12.747960567474365,1676.211609,8,2,2
8.388007879257202,10.503793478012085,1729.394836,8,2,3
8.504862785339355,10.64446759223938,1779.595459,8,2,4
8.569032430648804,10.69651484489441,1758.537537,8,2,5
8.76183032989502,11.006690263748169,1822.152222,8,2,6
11.037470579147339,13.251601696014404,1629.208435,8,3,0
9.701962947845459,13.427035570144653,1773.301636,8,3,1
8.507323265075684,10.653953552246094,1712.326965,8,3,2
8.45858120918274,10.597094774246216,1764.412231,8,3,3
8.615564823150635,10.749076843261719,1745.501465,8,3,4
8.698034763336182,10.799423217773438,1795.378845,8,3,5
10.31668758392334,12.523061752319336,1681.999695,8,4,0
9.020859956741333,12.530351161956787,1774.274292,8,4,1
8.335004568099976,10.481435775756836,1776.96521,8,4,2
8.730810165405273,10.90667200088501,1771.809631,8,4,3
8.716139316558838,10.893831014633179,1781.568787,8,4,4
9.609227180480957,11.819838285446167,1782.113464,8,5,0
8.596028566360474,10.737650632858276,1783.805847,8,5,1
8.613022565841675,12.167911767959595,1790.360596,8,5,2
8.6771080493927,10.839486360549927,1779.847168,8,5,3
8.941457271575928,11.075949907302856,1796.970032,8,6,0
8.55845832824707,10.718652248382568,1747.292053,8,6,1
8.706395626068115,10.831059217453003,1765.975098,8,6,2
8.6172935962677,10.795256853103638,1727.487732,8,7,0
8.652365922927856,12.201585292816162,1830.384521,8,7,1
8.682527542114258,10.828203201293945,1775.015198,8,8,0
20.609004020690918,23.16146421432495,1640.309753,9,0,0
11.869774103164673,14.11902666091919,1534.940735,9,0,1
10.145034313201904,13.820613622665405,1603.864197,9,0,2
8.845388650894165,11.032609462738037,1582.838806,9,0,3
8.422579765319824,10.616544485092163,1662.790405,9,0,4
8.479611873626709,10.637672424316406,1727.620239,9,0,5
8.5326988697052,10.678184509277344,1787.807434,9,0,6
8.630592107772827,10.770549297332764,1780.695251,9,0,7
8.7953360080719,12.452606439590454,1858.992371,9,0,8
13.23609709739685,15.44444227218628,1560.853943,9,1,0
10.680896043777466,12.902902364730835,1666.95636,9,1,1
9.130293607711792,11.382005453109741,1591.23175,9,1,2
8.359354734420776,10.544330835342407,1648.549255,9,1,3
8.464035034179688,11.916807413101196,1772.629028,9,1,4
8.567156553268433,10.715111017227173,1771.138611,9,1,5
8.624785423278809,10.78462290763855,1760.839294,9,1,6
8.717939615249634,10.84523344039917,1806.808777,9,1,7
11.223438739776611,13.404168844223022,1581.398865,9,2,0
9.88448166847229,12.082771062850952,1705.093384,9,2,1
8.576617956161499,12.25524115562439,1696.171509,9,2,2
8.569618463516235,10.719611644744873,1745.509644,9,2,3
8.518444538116455,10.663744449615479,1763.505554,9,2,4
8.650119543075562,10.808444261550903,1756.128418,9,2,5
8.726983785629272,10.887463331222534,1796.912659,9,2,6
10.399078607559204,12.601271152496338,1628.459778,9,3,0
9.078078985214233,12.714691877365112,1702.069519,9,3,1
8.393325090408325,10.547692060470581,1728.871399,9,3,2
8.55769944190979,10.698521137237549,1766.453979,9,3,3
8.632622480392456,10.766233205795288,1761.377258,9,3,4
8.834566116333008,10.969086408615112,1799.987488,9,3,5
9.614718437194824,11.815391778945923,1678.322754,9,4,0
8.785607814788818,12.593302965164185,1830.321472,9,4,1
8.546730518341064,10.685129642486572,1755.769348,9,4,2
8.670377731323242,10.796787977218628,1742.31897,9,4,3
8.758293390274048,10.910515546798706,1795.898926,9,4,4
9.064242839813232,11.235025882720947,1752.698181,9,5,0
8.44299054145813,10.553380489349365,1793.170776,9,5,1
8.639005899429321,12.327668190002441,1801.551819,9,5,2
8.86980414390564,11.030379056930542,1789.808044,9,5,3
8.726945877075195,11.132684230804443,1814.002502,9,6,0
9.097031116485596,11.768863201141357,1752.342529,9,6,1
8.764882802963257,10.984483003616333,1782.389221,9,6,2
8.674434423446655,11.026193857192993,1796.802979,9,7,0
8.732876062393188,14.938846826553345,1850.656677,9,7,1
8.753703355789185,11.09671401977539,1762.748657,9,8,0
18.501953601837158,21.351696014404297,1554.998413,10,0,0
11.239979982376099,13.638056993484497,1563.145142,10,0,1
9.586669921875,13.117865324020386,1603.562988,10,0,2
8.619943618774414,11.60911226272583,1666.787537,10,0,3
8.553713083267212,10.76347827911377,1669.107483,10,0,4
8.52011775970459,10.687416553497314,1681.435913,10,0,5
8.792609691619873,10.957231998443604,1799.511475,10,0,6
8.879048109054565,11.035875082015991,1784.160461,10,0,7
8.71940279006958,12.283282041549683,1855.472229,10,0,8
12.53847885131836,15.910301923751831,1617.63324,10,1,0
9.840778827667236,12.299247026443481,1590.429016,10,1,1
8.74345588684082,10.96150541305542,1611.956848,10,1,2
8.537923574447632,10.838451623916626,1642.406189,10,1,3
8.579346418380737,11.542644500732422,1717.169067,10,1,4
8.659204483032227,11.836945056915283,1824.698792,10,1,5
8.662898063659668,10.817100524902344,1775.683899,10,1,6
8.908040046691895,11.125225067138672,1805.24646,10,1,7
10.503259658813477,12.681596994400024,1610.533752,10,2,0
9.195472478866577,11.412764549255371,1628.678284,10,2,1
8.402522087097168,11.44096064567566,1682.725769,10,2,2
8.570072412490845,11.492623090744019,1701.528748,10,2,3
8.590253829956055,10.734564304351807,1733.596313,10,2,4
8.69521689414978,10.780120134353638,1775.920593,10,2,5
8.74582052230835,10.886768102645874,1801.754211,10,2,6
9.795077800750732,12.086542129516602,1706.802307,10,3,0
8.657933950424194,11.779223680496216,1701.611023,10,3,1
8.53111219406128,11.386646747589111,1722.594788,10,3,2
8.704674005508423,10.901916265487671,1728.956238,10,3,3
8.686353206634521,10.840751886367798,1751.955688,10,3,4
8.768237590789795,10.911590576171875,1788.869263,10,3,5
9.045153379440308,11.252535581588745,1688.776733,10,4,0
8.490948677062988,11.522194385528564,1747.161255,10,4,1
8.616070985794067,11.442203998565674,1727.125244,10,4,2
8.701190948486328,10.848801612854004,1749.636597,10,4,3
8.774139165878296,10.96754789352417,1786.3078,10,4,4
8.806400299072266,10.996030330657959,1766.602478,10,5,0
8.606706380844116,10.759955644607544,1715.939819,10,5,1
8.75001311302185,11.72442102432251,1790.268677,10,5,2
8.771912813186646,11.62841248512268,1804.982666,10,5,3
8.48014211654663,10.605026721954346,1792.730042,10,6,0
8.721969366073608,10.865654230117798,1715.527588,10,6,1
8.797147750854492,11.368068933486938,1765.456665,10,6,2
8.612509727478027,10.777283191680908,1742.361877,10,7,0
8.803079605102539,11.731366395950317,1778.620117,10,7,1
8.756358623504639,11.64176082611084,1769.828125,10,8,0
17.8206307888031,20.417903661727905,1606.256165,11,0,0
10.346329927444458,12.641085147857666,1551.924683,11,0,1
